title,date_index0,date_index1,date_index10,date_index11,date_index12,date_index13,date_index14,date_index15,date_index16,date_index17,date_index18,date_index19,date_index2,date_index20,date_index21,date_index22,date_index23,date_index24,date_index25,date_index26,date_index27,date_index28,date_index29,date_index3,date_index30,date_index31,date_index32,date_index33,date_index34,date_index35,date_index36,date_index37,date_index4,date_index5,date_index6,date_index7,date_index8,date_index9
Penguins of Madagascar,11,13,100,76,37,30,30,32,39,65,59,29,16,27,27,24,29,50,43,20,22,25,24,20,26,45,46,33,38,37,40,52,23,26,28,50,51,80
The Bourne Ultimatum,19,22,79,62,50,42,56,69,63,38,35,38,21,60,60,74,78,45,37,33,27,31,40,24,45,27,25,20,24,24,42,41,24,26,39,66,88,100
Kung Fu Panda,16,21,70,59,52,50,51,77,67,50,43,48,28,43,50,68,72,48,48,46,45,59,79,20,80,52,52,53,58,72,100,98,29,37,41,64,97,97
Ant-Man,11,13,72,57,56,46,56,59,64,44,38,34,12,36,37,58,49,32,28,28,28,32,38,15,37,24,24,22,22,22,29,31,30,32,45,88,100,99
The Hunger Games: Catching Fire,14,23,66,48,48,45,46,64,53,33,32,28,24,30,38,42,49,27,22,21,21,26,28,22,31,19,20,21,16,21,24,23,25,31,43,68,95,100
The Twilight Saga: Breaking Dawn - Part 2,8,9,67,55,76,29,35,54,82,12,24,27,15,30,36,24,21,15,7,12,10,28,18,20,23,5,7,7,5,10,12,21,10,28,23,74,98,100
Home,88,90,96,94,92,93,98,95,94,100,94,92,93,92,93,96,96,95,90,91,91,89,93,90,97,94,93,89,86,91,94,94,88,85,86,88,98,96
War of the Worlds,22,24,100,93,66,51,44,36,41,52,45,31,30,23,20,21,20,26,23,17,16,14,12,39,13,20,20,14,10,10,9,10,41,38,47,85,94,88
Puss in Boots,20,28,54,39,36,41,55,81,75,43,35,34,28,31,49,64,57,31,24,23,24,30,42,23,36,29,26,32,34,41,47,44,27,29,34,71,100,86
Salt,48,50,78,75,70,69,73,87,86,71,66,65,55,65,69,78,78,68,63,63,62,61,71,51,68,62,64,79,78,82,92,92,61,61,64,87,100,97
Noah,24,30,62,53,44,45,56,65,62,41,36,34,29,34,38,47,44,31,28,28,30,36,39,29,41,36,26,26,22,23,28,28,31,35,47,77,100,93
The Adventures of Tintin,32,47,90,100,100,90,72,82,83,79,85,69,46,50,38,40,54,73,74,45,28,33,30,56,44,49,61,64,43,24,29,38,54,44,56,79,85,80
Harry Potter and the Prisoner of Azkaban,29,55,43,31,36,35,36,36,60,31,22,25,51,23,23,21,44,19,17,20,11,18,44,45,29,16,16,12,9,12,16,20,34,37,46,58,100,70
Australia,92,94,84,89,97,90,91,84,81,75,93,98,81,90,87,81,75,70,82,87,89,88,82,81,77,69,85,77,78,70,75,85,94,100,94,100,97,89
After Earth,17,24,69,54,58,60,77,93,84,51,42,42,25,39,43,50,48,31,27,25,24,26,34,23,36,24,22,18,19,25,29,28,24,30,45,86,100,94
Harry Potter and the Deathly Hallows: Part II,9,0,100,97,59,73,92,28,28,49,12,24,29,55,37,18,37,49,24,12,9,19,0,49,37,19,70,0,27,18,18,9,61,25,37,37,65,96
Night at the Museum: Secret of the Tomb,2,17,57,33,55,75,95,100,68,58,60,73,15,87,60,69,59,52,56,40,36,35,45,14,48,30,27,22,24,25,36,54,10,14,24,39,45,43
Megamind,13,19,48,33,30,43,48,57,58,34,25,24,18,25,30,52,44,25,22,24,27,39,45,17,40,24,21,23,25,34,45,48,22,23,43,65,100,84
R.I.P.D.,23,37,73,61,52,46,44,65,66,46,62,40,28,50,72,79,96,61,33,44,38,57,97,42,95,41,56,54,57,48,50,58,42,66,86,92,96,100
Godzilla Resurgence,55,44,81,58,50,52,39,53,35,40,37,26,44,28,30,65,43,41,47,29,34,44,35,22,40,23,20,27,32,52,34,55,27,22,45,100,95,72
Harry Potter and the Deathly Hallows: Part I,13,0,56,62,100,38,35,23,28,29,33,28,13,9,22,23,10,20,8,24,6,3,10,35,7,14,17,4,13,3,17,3,33,12,10,13,46,49
The Hunger Games: Mockingjay - Part 1,20,56,48,47,38,30,30,67,66,9,0,9,11,29,10,11,11,19,28,39,10,20,12,28,11,19,29,20,60,31,36,36,52,30,79,100,80,66
The Da Vinci Code,27,27,58,44,32,36,38,33,31,25,24,19,36,15,21,24,21,21,13,13,12,10,17,40,15,9,10,9,8,9,9,13,41,61,64,77,100,96
Rio 2,31,50,55,51,50,55,65,69,64,48,37,32,49,33,38,57,55,32,27,32,40,40,50,33,43,26,22,23,23,25,41,37,34,40,43,69,100,96
Fast Five,20,21,61,45,41,43,47,67,59,41,32,30,22,27,28,40,42,26,23,21,19,22,27,23,28,18,16,13,15,17,20,22,23,27,37,66,100,98
Sherlock Holmes: A Game of Shadows,16,15,75,61,63,76,75,88,99,91,84,73,26,87,88,77,100,68,69,46,48,61,76,20,66,38,31,36,39,38,80,65,35,17,30,63,90,87
Clash of the Titans,18,25,65,43,36,34,38,45,44,30,25,25,24,22,27,37,35,19,17,15,16,18,23,24,22,14,11,11,11,12,17,18,27,32,50,100,97,80
Total Recall,19,23,61,50,46,40,42,50,50,34,35,36,21,29,33,37,40,27,27,27,26,31,36,20,37,27,21,27,21,22,28,27,23,31,52,83,100,86
The Bourne Legacy,29,45,78,61,53,47,56,73,64,40,35,35,32,33,37,50,53,38,35,30,29,34,48,28,51,34,29,28,25,37,43,49,41,40,48,87,100,90
The Day After Tomorrow,23,28,67,46,34,32,30,34,33,25,14,15,34,17,19,26,28,17,11,14,15,13,20,29,18,12,8,12,9,5,15,9,40,47,50,78,100,81
Fantastic 4: Rise of the Silver Surfer,13,28,31,38,22,49,27,34,17,25,7,21,31,17,15,14,21,7,9,7,7,15,18,21,17,9,7,17,5,26,18,11,30,14,26,73,100,61
Life of Pi,12,16,100,90,61,50,48,45,51,69,70,46,18,39,35,34,38,57,50,38,32,29,30,24,37,43,47,37,32,34,39,40,22,25,29,53,64,91
Ghost Rider,21,35,76,59,49,52,59,74,66,39,34,33,35,30,38,54,50,32,23,21,23,27,31,26,32,19,18,19,18,21,35,27,30,31,40,70,100,91
Jason Bourne,15,20,57,45,38,35,40,51,48,30,28,27,27,29,32,49,41,28,22,20,21,23,36,21,34,18,17,16,15,18,32,31,28,34,48,79,100,92
Prometheus,45,49,62,43,39,34,38,47,48,32,26,24,49,21,21,28,29,20,17,16,14,15,19,38,19,14,13,12,12,12,14,15,37,45,53,82,100,90
Elysium,21,27,75,60,64,65,69,83,80,55,45,44,28,43,48,63,58,37,35,35,33,37,52,26,50,41,31,27,27,30,42,39,27,34,48,86,100,95
The Chronicles of Riddick,35,37,57,27,37,49,41,55,60,32,23,26,36,36,31,38,42,26,15,23,9,29,24,50,15,19,19,5,16,13,20,29,25,41,59,95,100,81
Speed Racer,23,32,57,33,31,29,30,45,40,25,20,20,33,18,20,27,26,19,15,13,13,15,22,24,20,13,12,12,11,12,17,16,23,30,41,68,100,85
How Do You Know,65,72,89,89,80,69,68,84,91,81,87,96,70,96,90,94,96,83,82,79,80,75,79,73,80,65,82,71,71,66,78,79,82,71,72,99,100,93
Knight and Day,16,21,100,99,66,53,57,49,56,76,74,62,20,53,48,50,72,83,73,46,47,50,50,38,56,65,80,43,42,42,57,65,30,24,30,55,59,84
Oblivion,73,94,55,40,39,35,39,56,56,31,28,33,84,25,27,35,34,22,20,19,21,22,32,52,30,18,16,17,16,17,24,24,47,44,47,70,100,92
The Wolverine,19,17,67,47,43,36,37,48,47,30,25,26,21,22,24,29,27,18,17,15,16,16,21,18,21,13,13,12,10,11,16,16,21,30,46,84,100,94
The Croods,23,34,57,48,47,55,71,74,65,48,44,39,33,38,41,61,59,34,27,27,28,33,48,25,49,23,19,22,20,32,40,36,26,30,33,66,99,100
Asterix at the Olympic Games,62,21,29,14,32,21,63,32,11,15,100,42,23,20,41,43,45,84,69,0,30,50,31,29,65,55,67,50,20,30,41,65,43,20,31,61,53,33
The Huntsman: Winter's War,29,33,46,44,39,24,34,43,48,21,26,15,32,19,16,29,20,19,20,16,13,57,62,30,65,21,25,15,23,27,36,22,29,34,41,60,100,71
Teenage Mutant Ninja Turtles,20,21,64,43,36,34,36,45,45,30,25,22,23,21,25,33,36,19,18,17,17,20,27,23,27,21,17,14,14,16,24,23,28,31,41,83,100,90
Gravity,34,29,83,63,58,54,67,84,84,65,55,49,31,47,58,69,63,50,51,49,45,50,56,32,56,43,37,39,39,43,50,45,33,39,50,79,100,94
Teenage Mutant Ninja Turtles: Out of the Shadows,8,13,53,31,34,40,41,54,50,35,24,27,11,25,27,33,29,20,14,20,18,19,25,23,26,17,18,12,12,16,18,24,25,23,51,83,100,89
Fantastic Four,13,15,64,49,40,35,32,38,36,24,21,20,18,18,21,29,23,14,13,12,12,11,15,20,15,9,8,8,8,8,11,11,27,39,58,93,100,89
Night at the Museum,21,17,67,79,71,75,66,86,92,100,59,47,21,44,46,59,62,35,29,28,21,31,47,21,48,38,29,12,20,24,40,34,30,23,24,69,67,60
San Andreas,28,40,60,52,49,48,51,66,65,43,38,37,46,35,38,54,51,35,32,30,31,35,46,38,48,34,31,31,30,32,42,43,34,40,50,70,96,100
Ocean's Twelve,25,31,60,61,52,56,54,89,98,63,52,56,33,42,70,47,43,57,38,34,33,28,47,24,74,32,17,28,30,37,42,61,29,22,42,100,99,49
Mr. & Mrs. Smith,4,20,48,40,49,34,36,28,42,33,29,25,13,35,14,28,41,29,20,21,13,9,35,20,22,9,8,25,0,18,7,21,28,24,33,84,100,72
Insurgent,15,20,48,36,33,29,41,56,51,30,26,25,22,29,35,39,35,26,20,19,17,21,28,22,26,16,15,13,13,17,23,24,26,30,44,71,100,84
The Aviator,75,51,69,46,76,100,91,83,53,48,36,32,53,50,65,74,44,32,37,38,58,62,82,53,95,68,44,45,64,82,77,60,49,37,49,72,79,83
Gulliver's Travels,16,22,89,82,86,87,76,100,65,42,36,38,24,39,68,47,21,23,21,22,17,40,38,33,23,28,16,19,30,29,22,15,27,37,48,97,83,71
The Green Hornet,25,24,64,58,48,44,48,71,66,35,29,28,31,29,40,58,57,26,22,22,24,27,38,23,32,19,15,17,15,18,26,27,38,48,48,76,100,89
300: Rise of an Empire,12,14,61,42,42,36,39,51,47,30,24,23,19,20,21,36,41,26,24,22,21,23,31,19,29,17,14,14,14,15,21,20,21,23,39,74,100,97
The Smurfs,22,28,63,62,63,69,72,85,81,56,54,59,26,61,60,81,73,50,46,44,46,43,60,33,57,40,33,36,37,33,49,43,41,37,49,82,100,87
Home on the Range,21,29,41,55,37,40,34,93,29,0,0,40,30,7,11,41,38,20,10,31,7,26,29,18,45,20,7,14,18,8,18,23,31,39,36,70,100,92
Allegiant,45,54,59,53,53,52,62,61,58,50,41,35,58,34,36,47,45,35,30,28,28,30,34,45,38,32,25,26,26,29,32,34,48,48,51,85,100,90
Real Steel,15,21,71,53,50,49,56,77,83,50,36,44,23,38,51,70,62,42,37,34,33,38,47,21,50,35,34,30,28,34,48,46,24,25,37,69,98,100
The Smurfs 2,22,30,100,92,83,53,72,63,61,80,84,62,28,62,49,61,51,56,62,41,37,36,28,37,36,44,43,33,31,30,24,25,46,47,59,74,84,80
Ender's Game,22,25,66,43,42,40,45,55,53,30,26,23,23,20,24,34,31,20,15,15,14,15,17,21,19,13,10,10,12,14,16,12,25,28,39,74,100,87
Live Free or Die Hard,17,16,100,95,53,48,47,40,44,53,46,31,19,23,25,21,24,30,32,20,20,19,15,22,19,28,25,20,13,20,21,20,33,23,37,66,67,75
"I, Robot",8,25,65,41,33,22,33,32,31,20,22,27,25,17,28,34,26,18,18,17,18,18,20,26,46,20,25,15,15,16,25,27,24,41,28,82,100,80
Kingdom of Heaven,26,31,50,37,35,26,37,50,64,36,29,17,29,20,18,26,25,18,16,14,9,15,15,34,16,11,11,8,8,7,15,13,36,48,57,76,100,77
The Princess and the Frog,23,31,65,52,41,45,40,66,52,38,42,45,30,40,36,52,47,46,43,46,41,47,50,27,45,23,28,23,19,24,35,31,25,31,35,64,100,80
The Martian,16,16,58,45,41,39,47,67,63,41,28,27,19,26,31,46,38,22,18,19,19,23,36,21,32,17,14,14,13,17,21,23,26,29,40,73,100,86
The Island,61,74,83,81,69,62,82,88,89,71,78,56,52,63,68,83,100,71,71,69,66,81,94,45,98,84,71,75,73,70,87,86,50,53,69,87,90,99
Casino Royale,26,28,67,48,52,58,65,85,84,50,38,31,30,33,36,49,46,32,24,25,25,27,37,30,34,25,20,19,19,21,27,31,34,48,47,73,100,100
Public Enemies,23,26,100,84,64,53,51,52,50,69,73,45,23,33,37,30,42,45,55,34,31,30,33,26,38,48,56,34,29,26,34,35,31,30,48,90,94,87
American Gangster,43,54,60,52,48,46,50,68,63,47,40,33,48,38,43,63,58,37,29,32,31,37,43,41,45,27,22,20,17,22,29,31,39,40,47,82,100,83
Little Fockers,15,26,91,100,99,81,78,72,65,92,84,54,29,39,35,36,37,54,49,26,24,22,20,32,24,35,36,23,16,15,13,18,32,30,36,65,73,72
The Other Guys,14,14,73,59,48,46,46,58,52,35,28,25,16,24,27,37,37,23,19,16,16,20,47,20,43,26,21,22,20,23,30,34,21,25,31,76,99,100
Django Unchained,15,15,62,64,62,49,51,47,37,42,53,71,13,58,53,49,57,57,70,68,67,44,49,15,57,71,93,100,65,56,52,54,17,18,28,62,85,66
The Expendables 2,19,26,73,62,55,52,57,68,67,48,42,44,30,42,46,54,56,40,33,29,28,28,39,25,36,23,21,19,24,25,35,27,33,32,48,68,100,89
National Treasure,26,24,57,46,43,42,52,100,81,54,28,23,10,27,31,48,49,38,24,26,11,17,35,20,39,20,19,18,18,15,19,41,15,20,29,80,42,77
Eragon,35,45,56,50,50,48,51,64,57,58,59,52,46,49,51,49,51,48,40,35,30,31,41,39,39,23,21,19,18,19,29,27,40,42,52,70,100,93
Where the Wild Things Are,25,24,57,40,31,25,32,42,35,25,19,16,29,16,20,19,18,14,10,10,9,12,15,28,14,9,10,7,8,9,9,11,33,35,53,93,100,82
Pan,59,67,84,75,74,73,76,83,77,68,64,67,65,63,67,74,73,67,70,66,69,67,72,65,68,64,63,62,59,60,68,61,65,69,74,86,100,94
Epic,45,61,79,66,61,59,66,82,77,52,49,46,56,50,55,69,69,50,48,48,47,50,58,49,55,42,46,45,43,46,54,49,46,50,55,76,100,93
The Tourist,18,20,50,47,54,55,60,83,83,58,56,51,27,57,59,82,96,71,75,81,77,57,99,18,100,65,55,50,50,61,72,67,35,34,36,63,86,74
Blood Diamond,19,30,49,31,38,38,41,53,43,43,47,34,30,35,40,71,68,65,67,79,70,61,79,28,73,82,59,48,61,68,76,90,27,23,30,54,75,100
The Wolf of Wall Street,13,12,47,44,39,37,37,39,49,54,48,42,14,41,43,52,62,79,80,78,55,53,61,13,74,90,100,65,54,50,52,63,14,15,21,38,51,50
Cloud Atlas,24,24,65,40,36,35,41,56,57,43,32,24,24,24,27,37,40,28,24,24,29,36,42,30,43,26,26,24,24,31,38,39,28,34,52,97,100,89
Legend of the Guardians: The Owls of Ga'Hoole,66,100,30,30,15,0,32,39,19,15,15,0,20,0,48,20,19,0,15,0,15,0,0,0,37,0,29,15,45,16,19,37,0,15,0,48,19,75
Hercules,31,36,63,56,54,53,65,76,82,54,48,45,39,41,44,53,54,40,37,36,36,37,45,37,44,33,31,31,33,36,43,43,40,48,57,83,100,93
Land of the Lost,21,22,49,45,32,30,31,43,36,26,24,22,28,21,18,26,20,16,11,11,8,10,18,24,16,10,8,6,8,7,10,8,23,30,54,99,100,77
The Expendables 3,39,54,63,52,50,49,61,71,64,45,38,29,55,28,36,42,46,35,24,20,23,24,29,38,28,21,20,17,14,19,25,22,38,42,58,87,100,87
Son of the Mask,41,41,51,35,29,15,58,45,21,25,18,18,74,15,8,39,11,14,10,4,7,15,0,37,21,10,17,14,11,20,6,11,62,52,37,32,87,100
In the Heart of the Sea,41,56,52,37,35,33,37,50,43,52,54,50,49,50,50,53,53,41,39,35,31,42,39,36,34,23,18,17,18,18,24,18,40,41,46,75,100,79
Green Zone,19,20,53,41,36,34,62,78,60,39,37,32,22,26,38,55,50,33,26,24,28,32,34,21,39,30,21,24,25,34,41,37,26,30,39,76,100,81
The Peanuts Movie,10,12,30,33,34,26,29,49,38,20,16,13,14,14,21,37,31,18,18,26,25,39,40,18,27,14,12,11,11,15,27,25,19,18,29,63,100,71
The Flowers of War,12,6,41,23,35,34,34,23,45,15,30,26,16,45,79,71,100,76,51,51,44,28,41,46,53,34,27,20,14,34,31,42,19,12,34,74,61,32
Surf's Up,29,30,49,58,59,53,37,80,73,45,32,43,22,39,45,54,39,30,27,30,22,42,35,19,40,19,27,26,12,24,32,30,23,52,56,63,96,100
The Stepford Wives,12,35,31,29,8,29,20,27,13,13,5,5,9,3,9,18,23,8,8,5,0,3,9,16,23,3,13,16,5,29,13,9,15,32,39,100,75,83
The Campaign,25,23,60,50,44,35,43,56,52,38,31,29,24,24,27,39,33,22,23,24,25,26,34,29,31,32,22,21,20,25,28,25,32,31,41,89,100,87
Sex and the City 2,27,26,88,73,59,60,57,55,61,67,45,34,31,35,33,34,39,42,28,24,27,23,24,37,31,30,20,19,18,19,19,23,37,54,64,88,100,94
Ice Age: Continental Drift,30,40,54,35,34,38,41,47,45,21,24,18,44,24,23,31,30,13,17,14,18,18,22,38,21,16,10,11,11,14,17,15,42,43,55,76,100,87
Cinderella,25,29,55,47,45,41,50,70,68,44,40,34,27,35,44,58,52,36,32,31,33,40,41,23,39,32,26,26,24,27,33,29,25,28,42,69,100,89
The Lovely Bones,42,57,65,41,36,32,35,54,60,32,25,23,57,27,24,39,34,20,21,21,20,23,29,44,31,18,16,21,16,20,27,26,48,44,48,74,99,100
Seventh Son,32,38,36,29,25,28,38,72,66,34,27,26,41,23,25,35,34,18,18,16,17,18,22,31,23,14,17,14,19,21,28,26,30,31,41,70,100,77
Transcendence,16,17,55,39,36,39,46,57,52,28,22,24,16,28,28,34,32,22,19,17,16,17,25,20,22,14,13,12,12,14,20,17,22,30,51,88,100,80
Rise of the Planet of the Apes,14,15,69,50,42,44,43,58,58,40,30,27,15,23,26,31,32,20,16,16,14,15,21,16,20,13,12,11,11,12,18,17,19,24,36,74,99,100
The Spiderwick Chronicles,63,33,66,60,40,56,45,37,78,81,30,20,45,22,9,58,73,53,29,15,22,33,33,34,43,42,25,25,27,31,23,49,21,20,28,29,48,100
A Good Day to Die Hard,27,32,92,66,47,43,42,56,71,57,32,28,34,28,25,29,37,37,20,18,19,17,19,37,25,26,14,14,15,15,17,24,36,42,51,99,96,100
The Incredibles,20,24,96,0,33,51,57,72,78,52,31,28,17,29,46,65,80,38,32,26,41,48,61,25,65,34,28,33,33,29,41,41,30,23,28,54,96,100
Percy Jackson & the Olympians: The Lightning Thief,22,27,72,52,34,36,49,59,64,31,35,26,25,26,32,42,37,25,17,18,15,24,35,16,34,24,21,26,20,25,28,36,28,35,42,69,100,92
Unstoppable,19,32,52,43,39,39,46,69,61,34,35,39,30,41,57,75,58,29,26,27,26,28,45,24,42,23,19,23,19,22,34,32,24,32,37,69,100,86
Cloudy with a Chance of Meatballs,24,40,49,42,35,32,47,74,70,44,26,25,32,22,37,69,53,25,17,22,24,25,43,22,37,24,15,19,19,28,40,24,21,28,34,70,100,78
Ice Age: Dawn of the Dinosaurs,18,24,93,100,65,40,49,44,25,50,67,26,37,28,35,29,32,35,34,19,24,20,23,35,28,38,26,22,21,17,17,19,40,28,32,67,87,81
The Secret Life of Walter Mitty,27,32,98,85,74,74,94,81,82,90,87,57,34,47,42,46,87,97,83,60,46,46,38,45,43,56,54,38,33,28,28,30,40,39,52,82,94,100
The Departed,20,16,83,58,47,51,62,82,83,55,41,31,23,34,44,59,62,41,36,28,29,36,47,14,61,35,22,38,34,29,52,52,17,19,27,86,93,100
Tropic Thunder,22,20,95,100,86,64,57,50,57,69,63,47,18,38,33,29,32,48,45,39,31,25,29,22,28,39,40,22,18,14,18,20,21,33,61,96,91,92
The Girl with the Dragon Tattoo,36,37,73,84,93,100,88,86,80,86,87,87,41,70,60,54,69,85,77,55,45,42,43,40,47,62,65,54,43,36,38,39,43,45,58,77,78,79
Sherlock Holmes,17,17,69,59,60,53,72,76,70,51,41,43,22,43,46,59,61,39,35,32,36,44,70,19,80,56,44,41,39,40,56,55,21,24,31,70,100,87
Alvin and the Chipmunks: The Road Chip,14,26,65,71,61,68,73,80,84,79,73,76,25,61,93,83,69,35,26,26,22,25,54,23,49,15,18,21,18,25,34,33,20,20,36,65,100,90
Valkyrie,24,29,83,79,67,67,70,69,70,64,42,31,37,29,30,33,46,50,31,28,26,30,36,33,33,54,36,31,37,38,45,63,34,45,48,95,100,99
You Don't Mess with the Zohan,8,13,54,57,31,41,47,51,41,25,24,19,13,27,39,59,27,19,34,13,10,19,27,9,27,16,18,10,13,4,17,21,21,7,19,61,100,89
Pixels,20,21,61,55,54,52,52,62,60,39,38,36,25,35,33,45,44,33,33,30,31,33,42,25,39,27,28,25,23,28,33,34,31,43,60,78,100,95
Contact,89,62,96,93,95,89,91,60,51,95,94,90,51,84,84,61,53,100,97,96,96,91,66,96,54,98,95,99,94,88,61,51,92,80,91,83,64,52
The Interpreter,26,38,40,30,26,31,32,62,49,31,23,19,32,23,22,29,37,18,17,15,14,19,45,25,24,15,11,12,11,16,32,24,21,38,46,72,100,76
Percy Jackson: Sea of Monsters,22,24,91,94,63,59,51,55,65,77,74,47,32,44,41,44,46,66,60,38,40,45,44,34,55,65,63,45,36,29,32,30,44,36,45,84,100,95
Now You See Me 2,17,22,57,49,48,51,61,82,69,52,46,44,29,39,40,52,47,33,34,34,29,30,41,23,47,36,31,28,28,31,48,40,23,35,51,70,100,86
The Saint,56,52,78,100,88,65,63,55,57,57,62,74,48,60,59,55,52,56,57,67,53,54,51,56,52,57,53,64,53,55,56,69,54,53,51,49,50,48
Fantastic Four,12,15,62,49,40,35,31,36,35,23,20,19,19,17,21,29,22,14,13,11,11,11,15,20,14,8,8,8,7,8,12,11,26,40,59,88,100,87
Cinderella Man,36,34,60,45,35,31,29,52,31,25,15,10,52,15,25,20,27,17,11,14,10,12,33,22,14,18,10,16,14,17,18,18,29,26,54,66,100,83
The Nutcracker in 3D,38,39,100,55,46,37,19,49,34,68,19,19,0,29,80,75,51,27,55,20,20,20,85,89,0,26,20,18,18,19,0,0,37,37,37,28,30,45
Happy Feet,29,33,81,63,67,65,77,87,81,57,52,49,39,54,60,76,73,58,48,54,57,58,72,30,76,50,43,40,39,41,59,63,30,32,42,76,100,87
The Bourne Supremacy,40,6,100,47,61,40,25,83,44,39,44,46,32,26,57,39,49,19,13,13,26,14,27,32,59,22,16,28,16,34,56,15,34,55,40,100,82,75
The Three Musketeers,59,90,55,37,42,40,50,55,55,34,34,32,81,31,31,38,39,28,23,24,22,21,30,50,34,23,14,15,19,20,26,22,42,51,53,68,100,99
Hotel Transylvania,15,29,50,37,33,31,45,78,71,45,31,28,27,27,39,63,55,29,22,22,27,33,48,22,50,27,20,23,26,33,53,45,22,28,29,60,100,89
Enchanted,23,25,100,92,72,51,43,42,52,68,71,50,28,42,38,40,42,63,57,41,37,36,37,31,46,58,58,41,39,40,38,42,32,30,36,54,59,75
Safe House,12,16,46,36,36,30,45,60,65,41,32,31,17,32,38,62,50,30,23,23,22,32,46,15,38,27,19,18,17,25,35,32,17,24,33,72,100,81
Tower Heist,17,16,50,38,44,40,54,69,59,34,28,27,19,22,35,45,40,23,21,24,27,36,51,18,45,18,15,19,16,20,34,27,20,25,37,74,100,90
The Holiday,46,44,71,62,63,63,65,85,94,72,67,72,47,62,71,80,76,68,72,85,75,90,84,46,78,81,62,62,59,62,71,75,55,52,58,76,100,96
It's Complicated,13,15,52,46,39,38,57,63,56,38,30,22,16,27,51,100,83,47,40,36,34,36,61,15,52,36,26,29,31,33,48,46,18,22,21,59,90,67
Ocean's Thirteen,25,19,51,42,37,30,35,48,55,27,24,18,28,17,19,40,34,21,17,23,12,26,26,26,16,10,20,11,12,17,23,16,30,30,44,76,100,95
Open Season,40,36,59,39,38,51,56,100,69,45,41,36,29,43,50,90,89,36,30,23,25,40,63,31,64,34,30,34,36,42,61,41,31,25,41,77,81,93
Divergent,18,20,64,50,48,43,49,70,71,45,37,36,21,35,43,56,55,37,33,33,34,37,50,22,50,37,34,34,34,37,42,42,23,32,44,69,100,94
Memoirs of a Geisha,68,57,95,78,92,92,92,75,100,94,80,63,67,70,70,81,70,51,47,45,59,65,95,59,75,63,51,48,51,50,69,60,55,48,52,61,77,97
The Fast and the Furious: Tokyo Drift,16,22,60,50,34,41,25,49,57,31,29,32,28,22,23,26,40,24,23,24,25,16,18,17,28,20,19,16,23,21,35,37,20,36,46,61,100,85
Arthur Christmas,22,22,100,81,45,33,36,33,42,72,56,29,35,38,56,42,49,67,65,33,30,34,29,37,37,67,65,48,52,52,57,64,35,32,40,58,60,82
Mirror Mirror,74,78,80,72,77,77,88,89,89,81,71,74,81,72,73,78,83,71,64,69,71,69,79,71,79,71,65,69,67,72,73,78,72,72,72,89,94,100
Scott Pilgrim vs. the World,28,30,41,48,59,68,72,82,76,52,45,55,27,57,55,65,77,44,39,35,35,42,43,33,40,30,31,24,22,23,34,31,43,59,69,100,99,79
Dredd,39,40,59,50,48,47,49,68,67,42,33,35,40,30,29,35,32,25,22,20,18,22,24,34,23,18,17,17,17,17,23,23,36,43,49,89,98,100
Click,54,62,80,74,73,69,78,84,79,65,73,65,58,70,62,69,66,66,68,59,63,63,71,59,56,58,62,54,54,57,61,54,57,54,62,87,100,94
Cats & Dogs: The Revenge of Kitty Galore,46,43,43,32,32,55,23,58,100,11,31,44,43,44,23,14,42,54,21,0,87,69,56,11,27,0,52,10,21,33,40,13,0,43,43,69,87,72
Jumper,23,28,92,64,48,48,45,47,64,61,37,31,33,28,29,36,44,49,26,22,25,20,27,35,32,37,22,21,27,26,27,36,30,32,37,60,73,100
Hellboy II: The Golden Army,22,28,82,64,28,28,100,56,54,36,27,28,53,0,61,28,0,0,0,54,19,0,26,36,52,28,19,0,19,30,0,0,36,28,19,20,93,53
Zodiac,41,43,61,48,44,41,46,51,56,40,34,35,58,34,37,41,39,36,31,31,29,33,33,41,33,30,29,28,27,29,31,32,46,49,54,94,100,89
The Expendables,34,37,77,58,59,53,56,63,64,47,38,39,39,38,41,62,78,50,40,38,33,38,46,36,45,32,27,26,24,26,34,29,39,41,50,85,97,100
The Hunger Games,25,28,62,49,43,38,38,45,45,33,27,27,29,25,33,32,32,29,21,22,20,20,24,30,25,17,16,15,15,15,19,20,34,42,55,90,100,92
The Hangover Part II,7,10,100,72,56,41,44,46,56,43,27,21,16,15,26,22,28,37,19,21,19,13,19,9,25,25,18,12,11,13,9,19,16,13,32,53,65,76
Over the Hedge,24,25,62,50,50,38,58,67,82,70,43,38,24,33,48,62,65,28,29,28,21,34,44,28,43,30,27,22,24,25,48,34,23,29,41,60,100,88
Charlotte's Web,55,55,58,55,76,43,47,66,90,43,99,88,70,74,49,63,97,100,60,33,51,28,85,69,91,17,36,14,55,50,62,19,43,56,57,92,92,98
RED 2,47,53,68,62,61,64,71,86,78,58,60,68,51,70,77,93,94,70,58,64,60,66,76,47,79,57,58,52,54,55,74,71,48,48,59,80,100,98
The Longest Yard,10,18,48,49,35,25,30,48,56,32,23,18,17,22,20,35,30,21,13,19,13,13,21,17,22,11,13,10,6,9,10,16,16,27,25,44,100,77
Alvin and the Chipmunks: Chipwrecked,28,41,44,52,46,69,74,64,62,65,70,61,36,55,58,57,59,59,41,31,35,33,50,21,50,18,16,19,14,18,33,39,24,23,30,57,100,82
Grown Ups 2,14,21,69,42,40,35,42,52,51,31,29,33,23,37,37,47,50,31,28,27,25,27,38,19,35,25,25,24,23,31,33,31,28,36,44,83,100,91
